		Z)  2.6 × 10^-20 JĂ4: Bonus Answer: Wă0: MATHEMATICSĂ1: Toss Up | Short Answer: Find x/y + y/x in simplest form if x=7 and y=3Ă2: Toss Up Answer: 58/21ă3: Bonus | Short Answer: Positive integers a and b satisfy ab | a^2 + 4ab + 4b^2 ["a b divides a squared plus four a b plus four b squared"]. The smallest possible value of a+b is 2, which occurs when a=b=1 ["a equals b equals 1"]. What is the second smallest possible value of a+b?Ă4: Bonus Answer: 6: a=4, b=2ă0: EARTH and SPACEĂ1: Toss Up | Multiple Choice: 	The "firn line" on a glacier marks:
		W) The dividing line between the zones of accumulation and ablation
		X) The elevation above which snow never melts
		Y) The elevation where the average annual temperature is below freezing
		Z) The timber line, or elevation above which trees do not growĂ2: Toss Up Answer: WĂ3: Bonus | Short Answer: During the Pleistocene, large lakes covered parts of the Western U.S. These lakes are known as:Ă4: Bonus Answer: Pluvial lakesă0: MATHEMATICSĂ1: Toss Up | Multiple Choice: 	For real numbers x and y on the closed interval from 0 to 1, let a=xy and b=(1-x)(1-y). Find the maximum value over all choices of x and y for the minimum of a and b.
		W) 0
		X) 1/4
		Y) 1/2
		Z) 1Ă2: Toss Up Answer: XĂ3: Bonus | Short Answer: One definition of the Cantor set is the set of all numbers x between 0 and 1 such that x has only the digits 0 and 2 in it's base 3 representation. Which of the following numbers is in the Cantor set.

I. 1/4
II. 1/2
III. 5/26
IV. 7/10Ă4: Bonus Answer: 4 onlyă0: EARTH and SPACEĂ1: Toss Up | Multiple Choice: 	A stream can lengthen its channel by:
		W) hydraulic action
		X) headward erosion
		Y) downcutting
		Z) vertical accretionĂ2: Toss Up Answer: XĂ3: Bonus | Multiple Choice: 	In uniform flat rocks, drainage patterns are typically
		W) Radial
		X) dendritic
		Y) trellis
		Z) braidedĂ4: Bonus Answer: Xă0: CHEMISTRYĂ1: Toss Up | Multiple Choice: 	The hydrolysis of t-bromobutane, C4H9Br, by hydroxide, OH-, ions in aqueous solution follows an SN1 reaction mechanism in which the rate-determining step is the loss of a bromide, Br-, ion, followed by rapid reaction with hydroxide ions. Which of the following rate laws is consistent with this mechanism?
		W) Rate = k[C4H9Br]
		X) Rate = k[C4H9Br][OH-]
		Y) Rate = k[C4H9Br]2
		Z) Rate = k [OH-]Ă2: Toss Up Answer: WĂ3: Bonus | Multiple Choice: 	Which of the following would be correct units for the rate constant of a reaction that is second order overall?
		W) s^-1
		X) mol^-1 dm^3 s^-1
		Y) mol cm^-3 s^-1
		Z) mol^-2 dm^6 s^-1Ă4: Bonus Answer: Xă0: PHYSICSĂ1: Toss Up | Multiple Choice: 	A wheel starts from rest and has an angular acceleration that is given by α(t) = (6 rad/s^4)t^2 (READ AS: 6 radians per seconds to the fourth times t squared). What is the angle the wheel turns through after time t?
		W) [(1/8)t^4] rad
		X) [(1/4)t^4] rad
		Y) [(1/2)t^4] rad
		Z) [t^4] radĂ2: Toss Up Answer: YĂ3: Bonus | Short Answer: String is wrapped around the periphery of a 5.0-cm radius cylinder, free to rotate on its axis. The string is pulled straight out at a constant rate of 10 cm/s and does not slip on the cylinder. As each small segment of string leaves the cylinder, what does its acceleration change by?Ă4: Bonus Answer: 0.2 m/s^2ă0: BIOLOGYĂ1: Toss Up | Multiple Choice: 	The structure of bone tissue suits the function. Which of the following bone tissues is adapted to support weight and withstand tension stress? 
		W) Spongy bone
		X) Irregular bone
		Y) Compact bone
		Z) Trabecular boneĂ2: Toss Up Answer: YĂ3: Bonus | Short Answer: Which hormone increases osteoclast activity to release more calcium ions into the bloodstream? Ă4: Bonus Answer: Parathyroid Hormoneă0: MATHEMATICSĂ1: Toss Up | Multiple Choice: 	Triangle ABC is similar to triangle DEF. If triangle ABC has an area of 27, triangle DEF has an area of 3, and AC=12, then compute DF.
		W) 9
		X) 36
		Y) 2*sqrt(3)
		Z) 4Ă2: Toss Up Answer: ZĂ3: Bonus | Multiple Choice: 	What is the area, in terms of pi, of a cone if the slant height is 13 and the radius of the base is 5.
		W) 10 pi
		X) 20 pi
		Y) 30 pi
		Z) 10*sqrt(3) pi + 20Ă4: Bonus Answer: Xă0: PHYSICSĂ1: Toss Up | Multiple Choice: 	If a wheel is turning at 3.0/PI rad/s, what is it's period?
		W) 3.14
		X) 6.58
		Y) 8.73
		Z) 9.67Ă2: Toss Up Answer: XĂ3: Bonus | Multiple Choice: 	What is the total energy of a block attached to a spring with spring constant of 50 N/m if the block's velocity corresponds to the equation, v(t) = 10sin(2t) (READ AS: v of t equals 10 times sin of quantity 2*t)?
		W) 100 J
		X) 125 J
		Y) 250 J
		Z) 500 JĂ4: Bonus Answer: Xă0: CHEMISTRYĂ1: Toss Up | Multiple Choice: 	The longest wavelength absorption in the UV visible spectrum of acetone, CH3COCH3, occurs at 335 nm. Predict the energy required to excite an electron from a lone pair orbital on the oxygen atom to an antibonding orbital centred on the carbonyl group.
		W) 3.7 eV
		X) .27 eV
		Y) 2.99 eV
		Z) 1.67 eVĂ2: Toss Up Answer: WĂ3: Bonus | Multiple Choice: 	The Pauling electronegativities of fluorine and chlorine are 4.0 and 3.0 respectively. Estimate the dipole moment of chlorine monofluoride, ClF.
		W) 4 D
		X) 3 D
		Y) 1.6 D
		Z) 1 DĂ4: Bonus Answer: Ză0: PHYSICSĂ1: Toss Up | Short Answer: Assume that Earth is in circular orbit around the Sun with kinetic energy K and potential energy U, taken to be zero for infinite separation. What is the relationship between K and U?Ă2: Toss Up Answer: K = -U/2 (accept equivalent forms)Ă3: Bonus | Multiple Choice: 	A planet is in circular orbit around the Sun. Its distance from the Sun is four times the average distance of Earth from the Sun. The period of this planet, in Earth years, is:
		W) 4
		X) 8
		Y) 16
		Z) 64Ă4: Bonus Answer: Xă0: MATHEMATICSĂ1: Toss Up | Multiple Choice: 	Which of the following best describes the roots of the function f(x) = x^2 + 4x + 6
		W) Real and Equal
		X) Real and Unequal
		Y) Complex and equal
		Z) Complex and unequalĂ2: Toss Up Answer: ZĂ3: Bonus | Short Answer: If f(x) = 2x^2 + 6x + 12, what is f'(x)?Ă4: Bonus Answer: 4x + 6 ă0: BIOLOGYĂ1: Toss Up | Short Answer: Both fungus-farming ants and their fungi can synthesize the same structural polysaccharide from the β-glucose. What is this polysaccharide? Ă2: Toss Up Answer: Chitină3: Bonus | Short Answer:  Plasmogamy can directly result in which of the following? 1. cells with a single haploid nucleus 2. heterokaryotic cells 3. dikaryotic cells 4. cells with two diploid nucleiĂ4: Bonus Answer: 2 and 3ă0: CHEMISTRYĂ1: Toss Up | Multiple Choice: 	In which of the lists below are the atoms arranged in order of increasing size (increasing atomic radius)?
		W) Si  In  Ge  N
		X) N  In  Ge  Si
		Y) In  Ge  N  Si
		Z) N  Si  Ge  InĂ2: Toss Up Answer: ZĂ3: Bonus | Multiple Choice: 	Which of the following matched pairs of name and formula has an error?
		W) H3PO4, phosphoric acid
		X) H2SO3, sulfurous acid
		Y) HNO3, nitrous acid
		Z) HClO4, perchloric acidĂ4: Bonus Answer: Yă0: PHYSICSĂ1: Toss Up | Multiple Choice: 	An artificial satellite orbiting Earth above North America releases a bomb. Neglecting air resistance, the bomb will do which one of the following? 
		W) strike North America at the instant of release
		X) strike China at the instant of impact
		Y) never strike Earth
		Z) strike China at the instant of releaseĂ2: Toss Up Answer: YĂ3: Bonus | Short Answer: In planetary motion the line from the star to the planet sweeps out equal areas in equal times. This is a direct consequence of which law?Ă4: Bonus Answer: law of conservation of angular momentum (DO NOT ACCEPT Kepler's Second Law)ă0: CHEMISTRYĂ1: Toss Up | Multiple Choice: 	Identify the INCORRECT statement below:
		W)  In the most fundamental sense, the properties of the elements are periodic functions of their atomic weight.
		X) The vertical columns of the periodic chart are called groups, sharing similar properties. 
		Y) Elements with atomic numbers of 9, 17, 35, and 53 are members of the halogen family, meaning "salt formers." 
		Z) Elements Li, B, N and F are all in the same period. Ă2: Toss Up Answer: WĂ3: Bonus | Multiple Choice: 	All of the following statements are true EXCEPT:
		W) the enthalpy change of an endothermic reaction is positive.
		X)  at constant pressure the heat flow for a reaction equals the change in enthalpy.
		Y) ΔH for a reaction is equal in magnitude but opposite in sign to ΔH for the reverse reaction.
		Z) enthalpy change is dependent upon the number of steps in a reaction.Ă4: Bonus Answer: Ză0: BIOLOGYĂ1: Toss Up | Multiple Choice: 	If all fungi in an environment that perform decomposition were to suddenly die, then which group of organisms should benefit most, due to the fact that their fungal competitors have been removed? 
		W) Prokaryotes
		X) Plants
		Y) animals
		Z) fungiĂ2: Toss Up Answer: XĂ3: Bonus | Multiple Choice: 	When a mycelium infiltrates an unexploited source of dead organic matter, what are most likely to appear within the food source soon thereafter? 
		W) soredia 
		X) fungal enzymes 
		Y) fungal haustoria 
		Z)  larger bacterial populationsĂ4: Bonus Answer: Xă0: BIOLOGYĂ1: Toss Up | Multiple Choice: 	Carpal tunnel syndrome is caused by
		W) wear of cartilage in the wrist
		X) stress in the lateral epicondyle
		Y) pressure on the median nerve
		Z) partial tear of the extensor digitorumĂ2: Toss Up Answer: YĂ3: Bonus | Multiple Choice: 	Which of the following has not been shown to increase the likelihood of carpal tunnel syndrome?
		W) obesity
		X) repetitive wrist motion
		Y) rheumatoid arthritis
		Z)  hyperextensionĂ4: Bonus Answer: Ză0: BIOLOGYĂ1: Toss Up | Short Answer: What is the process of removing the base of a nucleotide?Ă2: Toss Up Answer: Depurinationă3: Bonus | Short Answer: Out of the 3, which of them uses an electron transport system: fermentation, anaerobic respiration, aerobic respirationĂ4: Bonus Answer: anaerobic respiration, aerobic respiration (2,3)ă0: BIOLOGYĂ1: Toss Up | Multiple Choice: 	Which of the following describes the inheritance pattern of Huntingtons Disease?
		W) Autosomal Recessive
		X) X Linked Recessive
		Y) Y linked
		Z) Autosomal dominantĂ2: Toss Up Answer: ZĂ3: Bonus | Short Answer: Cystic fibrosis is a genetic disease that affects the lungs and other mucus membranes through the absence or deformation of certain ion channels. Which ion do these channels allow to flow, in people without cystic fibrosis?Ă4: Bonus Answer: Chloride, accept chlorineă0: PHYSICSĂ1: Toss Up | Short Answer: An object is dropped from an altitude of one Earth radius above Earth’s surface. In terms of M, the mass of Earth, and R, Earth's radius, what is the speed of the object just before it hits Earth?Ă2: Toss Up Answer: sqrt(GM/R) (READ AS: square root of GM over R)ă3: Bonus | Short Answer: Two particles, each of mass m, are a distance d apart. If an external force brings a third particle, with mass 2m, from far away to a resting point midway between the two particles, what is the work done by this force?Ă4: Bonus Answer: −8Gm^2/d^2ă0: BIOLOGYĂ1: Toss Up | Multiple Choice: 	What does it mean when an organism that can self-fertilize is true breeding?
		W) the organism will produce offspring that are genetically identical to it
		X) the organism’s offspring will all be genetically identical to each other
		Y) the organism is heterozygous for the gene that controls that trait
		Z) the organism’s offspring will have the same phenotype for a certain traitĂ2: Toss Up Answer: ZĂ3: Bonus | Short Answer: Gregor Mendel is known as the father of modern genetics due to his work with pea plants. Which of the following traits did he study: plant height, pod color, leaf shape, flower position?Ă4: Bonus Answer: All except leaf shape ă0: CHEMISTRYĂ1: Toss Up | Multiple Choice: 	Permalloy steel is an alloy which is 21.2% Fe by mass. How many grams of Fe are present in 1 kg of steel?
		W) 212 g
		X) 21.2 g
		Y) 4.7 g
		Z) .212 gĂ2: Toss Up Answer: WĂ3: Bonus | Short Answer: Astatine, having atomic number 85 on the periodic table, is a radioactive member of the halogens.  Give the full electron configuration of At.  Arrange the orbitals in order of increasing energy.  (Do not use noble gas abbreviations, such as [Xe], for this problem.)
Ă4: Bonus Answer: 1s22s22p63s23p64s23d104p65s24d105p66s24f145d106p5 ă0: BIOLOGYĂ1: Toss Up | Short Answer: Ruminants have the ability to digest what substance due to microorganisms in the stomach?Ă2: Toss Up Answer: Celluloseă3: Bonus | Short Answer: What is the main site of methane production in ruminants?Ă4: Bonus Answer: Rumen, accept first chamber/stomachă0: CHEMISTRYĂ1: Toss Up | Short Answer: Mass spectrometers shoot which subatomic particle at a sample to ionize it?Ă2: Toss Up Answer: electronsĂ3: Bonus | Multiple Choice: 	Radium-226 is most likely to undergo which type of nuclear decay?
		W) electron capture
		X) alpha
		Y) beta
		Z) positronĂ4: Bonus Answer: Xă0: EARTH and SPACEĂ1: Toss Up | Multiple Choice: 	Which of the following is a local base level?
		W) Lake
		X) point bar
		Y) alluvial fan
		Z) floodplainĂ2: Toss Up Answer: ZĂ3: Bonus | Multiple Choice: 	The dry lake beds in many deserts are
		W) playas
		X) pediments
		Y) bajadas
		Z) mesasĂ4: Bonus Answer: Wă0: CHEMISTRYĂ1: Toss Up | Short Answer: Write the formula name for the strongest acid?Ă2: Toss Up Answer: H2SO4ă3: Bonus | Short Answer: List in order of strength the following strong acid: (1) H3PO4 (2) HBr (3) HCl (4) H2SO4Ă4: Bonus Answer: 1 3 2 4ă0: PHYSICSĂ1: Toss Up | Short Answer: The mass of the planet Yor'Ectum is 1/100 that of Earth and its radius is 1/4 that of Earth. If a person weighs 600N on Earth, what would he weigh on Yor'Rectum?Ă2: Toss Up Answer: 96NĂ3: Bonus | Multiple Choice: 	The escape speed at the surface of Earth is approximately 8 km/s. What is the mass, in units of Earth’s mass, of a planet with twice the radius of Earth for which the escape speed is twice that for Earth?
		W) 2
		X) 4
		Y) 8
		Z) 1/2Ă4: Bonus Answer: Yă0: EARTH and SPACEĂ1: Toss Up | Multiple Choice: 	The metamorphic rock formed from limestone is:
		W) quartzite
		X) slate
		Y) greenstone
		Z) marbleĂ2: Toss Up Answer: ZĂ3: Bonus | Multiple Choice: 	The direct impact of running water is called
		W) bed load
		X)  meander cutoff
		Y) base level
		Z) hydraulic actionĂ4: Bonus Answer: Ză0: BIOLOGYĂ1: Toss Up | Multiple Choice: 	Which of the following is not an phyla in the kingdom animalia?
		W) Chordata
		X) Lycophyta
		Y) Bryozoa
		Z) CnidariaĂ2: Toss Up Answer: XĂ3: Bonus | Short Answer: What is the order of the house mouse, mus musculus?Ă4: Bonus Answer: Rodentiaă0: CHEMISTRYĂ1: Toss Up | Multiple Choice: 	Boyle's Law relates:
		W) pressure to volume
		X) pressure to mols
		Y) volume to mols
		Z) temperature to volumeĂ2: Toss Up Answer: WĂ3: Bonus | Short Answer: A container holds 500. mL of CO2 at 20.° C and 742 torr. What will be the
 volume of the CO2 if the pressure is increased to 795 torr? Ă4: Bonus Answer: 467 mlă0: BIOLOGYĂ1: Toss Up | Multiple Choice: 	Which of the following is not true about genetically modified food?
		W) genetically modified organisms are generally safe for human consumption
		X) over 80 % of corn grown in the US is genetically modified
		Y) genetically modified crops require larger amounts of pesticides
		Z) genetically modified crops can yield greater harvests for less costĂ2: Toss Up Answer: YĂ3: Bonus | Short Answer: Bt corn is genetically modified to produce a certain protein that is poisonous to certain insects. What is the genus of the source of the genetic material that produces this corn?Ă4: Bonus Answer: Bacillusă0: PHYSICSĂ1: Toss Up | Multiple Choice: 	A cube with 2-m sides and a bulk modulus of 4*10^5 N/m^2 (READ 4 times 10 to the sixth newton meters squared). When it's subjected to a pressure of 2*10^5 Pa, what is the resulting volume of the cube?
		W) 0.5m^3
		X) 2m^3
		Y) 3m^3
		Z) 4m^3Ă2: Toss Up Answer: ZĂ3: Bonus | Multiple Choice: 	A 4.0-m long steel beam with a cross-sectional area of 1.0 × 10^−2 m^2 and a Young’s modulus of 2.0 × 10^11 N/m^2 is wedged horizontally between two vertical walls. In order to wedge the beam, it is compressed by 0.020mm. If the coefficient of static friction between the beam and the walls is 0.70, what is the maximum mass (including its own) it can bear without slipping?
		W) 700kg
		X) 710kg
		Y) 900kg
		Z) 910kgĂ4: Bonus Answer: Xă0: BIOLOGYĂ1: Toss Up | Short Answer: The synaptonemal complex forms in which phase of meisois?Ă2: Toss Up Answer: Prophase I (DO NOT ACCEPT: prophase, prophase II)Ă3: Bonus | Multiple Choice: 	Which of the following best describes the frequency of crossing over in animals?
		W) ~50 per chromosome pair
		X) ~2 per meiotic cells
		Y) ~1 per pair of sister chromatids
		Z) at least 1-2 per chromosome pairĂ4: Bonus Answer: Ză0: PHYSICSĂ1: Toss Up | Multiple Choice: 	To determine if a rigid body is in equilibrium the vector sum of the gravitational forces acting on the particles of the body can be replaced by a single force acting at which point?
		W) the center of mass
		X) the geometrical center
		Y) the center of gravity 
		Z) a point on the boundaryĂ2: Toss Up Answer: YĂ3: Bonus | Short Answer: A uniform 120-N planck is supported by two forces acting at one end and at a point halfway to the planck center. What are the magnitudes of these two forces?Ă4: Bonus Answer: 80, 160ă0: MATHEMATICSĂ1: Toss Up | Short Answer: Solve for x in the equation: log base 2 of x = 64Ă2: Toss Up Answer: 6ă3: Bonus | Short Answer: If 3x/4 +5x/8 = 10, what is x? Ă4: Bonus Answer: 80/11ă0: PHYSICSĂ1: Toss Up | Short Answer: A charged particle is moving in a UNIFORM magnetic field. If the direction of motion of the charged particle is parallel to the magnetic field, describe the shape of the charged particle's path.Ă2: Toss Up Answer: Straight lineĂ3: Bonus | Multiple Choice: 	For a parallel-plate capacitor with plate area "A" and plate separation "d", the
capacitance is proportional to which of the following?

		W) A/d squared
		X) A times d
		Y) A divided by d
		Z) d divided by AĂ4: Bonus Answer: Yă0: BIOLOGYĂ1: Toss Up | Short Answer: At which stage of mitosis are chromosomes usually photographed in order to produce a karyotype?Ă2: Toss Up Answer: metaphaseă3: Bonus | Short Answer: Name all of the following that a homologous pairs of chromosomes share in common.
I. length
II. loci of genes
III. characteristics encoded by their genes
IV. DNA sequenceĂ4: Bonus Answer: I, II, III onlyă0: MATHEMATICSĂ1: Toss Up | Multiple Choice: 	Solve the following equation for x: 3|x-3| = 6
		W) 1
		X) 5
		Y) 1 and 5
		Z) 0Ă2: Toss Up Answer: YĂ3: Bonus | Short Answer: Three times a number is 6 less than 4 times the same number. What is the number? Ă4: Bonus Answer: 6ă0: CHEMISTRYĂ1: Toss Up | Short Answer: Given 2,3-dichloropentane, what is the resulting molecule if potassium hydroxide is reacted with it at 200 degrees celsius?Ă2: Toss Up Answer: 2 pentyneă3: Bonus | Short Answer: Which single atom is the difference between an organic acid functional group and an aldehyde functional group?Ă4: Bonus Answer: O, Oxygenă0: MATHEMATICSĂ1: Toss Up | Short Answer: If f(x) = 5 what is f'(x)? Ă2: Toss Up Answer: 0ă3: Bonus | Short Answer: If f(x) = 5x^3 + 10x^2 + 7x + 4, what is f'(x)? Ă4: Bonus Answer: 15x^2 + 20x + 7ă0: BIOLOGYĂ1: Toss Up | Short Answer: Asexual prokaryotic cell division occurs via which process?Ă2: Toss Up Answer: binary fissionĂ3: Bonus | Multiple Choice: 	Mitosis in protists differ from other forms of eukaryotic mitosis in which way?
		W) Microtubules attach to the chromosome kinetochores.
		X) Chromosomes are condensed in prophase.
		Y) The nuclear envelope is not disassembled and remains intact throughout the process.
		Z) Sister chromatids cross over.Ă4: Bonus Answer: Yă0: EARTH and SPACEĂ1: Toss Up | Multiple Choice: 	The most abundant sedimentary rocks are
		W) Limestone
		X) Mudrocks
		Y) Arkoses
		Z) EvaporitesĂ2: Toss Up Answer: XĂ3: Bonus | Short Answer: Dolostone is formed by the addition of what to limestone?Ă4: Bonus Answer: Magnesiumă0: BIOLOGYĂ1: Toss Up | Multiple Choice: 	Fluctuations in the concentration of which of the following molecules is most responsible for transitioning between the phases of the cell cycle?
		W) Cyclin-dependent kinases
		X) potassium ions
		Y) sucrose
		Z) cyclinsĂ2: Toss Up Answer: ZĂ3: Bonus | Multiple Choice: 	What occurs after the M phase checkpoint in the cell cycle?
		W) Cohesins alter separase to allow chromatids to separate.
		X) Separase enzyme cleaves cohesins and allows chromatids to separate.
		Y) Kinetochores are able to bind to spindle microtubules.
		Z) Daughter cells are allowed to pass into G1.Ă4: Bonus Answer: Xă0: MATHEMATICSĂ1: Toss Up | Short Answer: How many distinct arrangements of the letters in SCIENCE are there?Ă2: Toss Up Answer: 1260ă3: Bonus | Short Answer: How many diagonals are in a regular decagon?Ă4: Bonus Answer: 35ă0: CHEMISTRYĂ1: Toss Up | Short Answer: What is the name of the molecule containing 4 carbon and 10 hydrogen atoms?Ă2: Toss Up Answer: ButaneĂ3: Bonus | Multiple Choice: 	Which of the following has the highest Van't Hoff factor?
		W) NaCl
		X) CaCl2
		Y) H2O
		Z) CH4Ă4: Bonus Answer: Yă0: PHYSICSĂ1: Toss Up | Short Answer:  An infinitely long wire carries a current of three amps. How does the magnetic field outside the wire look like?Ă2: Toss Up Answer: Circles the wireă3: Bonus | Short Answer:  Iron is what type of magnetic material?
Ă4: Bonus Answer: ferromagnetică0: CHEMISTRYĂ1: Toss Up | Short Answer: What is the hybridization of methane?Ă2: Toss Up Answer: sp3ă3: Bonus | Short Answer: How many sigma bonds does methane have? Ă4: Bonus Answer: 4ă0: PHYSICSĂ1: Toss Up | Short Answer: A 10 farad capacitor is used in a circuit. The voltage difference between the plates of the capacitor is 20 volts. What is the magnitude of the charge on each of the capacitor's plates?
Ă2: Toss Up Answer: 200 ColoumbsĂ3: Bonus | Multiple Choice: 	 A circuit which employs a DIRECT CURRENT source has a branch which contains a capacitor. After the circuit has reached a steady state, what is the magnitude of the current in the circuit branch which contains the capacitor?

		W) 0
		X) Infinity
		Y) Nonexistant
		Z) 1Ă4: Bonus Answer: Wă0: CHEMISTRYĂ1: Toss Up | Short Answer: What is the energy level and orbital of the outermost electrons in a ground state sulfur atom?Ă2: Toss Up Answer: 3pă3: Bonus | Short Answer: What is the maximum number of covalent bonds sulfur can form?Ă4: Bonus Answer: 6ă0: PHYSICSĂ1: Toss Up | Short Answer: Two forces have magnitudes of 11 newtons and 5 newtons. What's the highest value of their magnitude?
Ă2: Toss Up Answer: 16 Nă3: Bonus | Short Answer:  A toy train moves in a circle of 8 meters radius with a speed of 4 meters per second. What is the magnitude of the acceleration of the train?
Ă4: Bonus Answer: 2 m/s^2ă0: BIOLOGYĂ1: Toss Up | Multiple Choice: 	Which of the following types of cells do not exhibit density-dependent inhibition concerning reproduction?
		W) neurons
		X) cells in your liver
		Y) cells in a malignant tumor
		Z) cells surrounding your stomachĂ2: Toss Up Answer: YĂ3: Bonus | Short Answer: Which cell part is most directly responsible for detecting the cell density of its surrounding area in order for the cell to exhibit density-dependent inhibition?Ă4: Bonus Answer: extracellular matrixă0: CHEMISTRYĂ1: Toss Up | Multiple Choice: 	Which element has the highest ionization energy?
		W) Chlorine
		X) Bromine
		Y) Selenium
		Z) TechnetiumĂ2: Toss Up Answer: WĂ3: Bonus | Short Answer: What are the periodic table trends for ionization energy?Ă4: Bonus Answer: Increases left to right and decreases from the top to the bottomă0: PHYSICSĂ1: Toss Up | Multiple Choice: 	A block of metal which weighs 60 newtons in air and 40 newtons under water has a density, in kilograms per meter cubed of

		W) 2400
		X) 1000
		Y) 3000
		Z) 5000Ă2: Toss Up Answer: YĂ3: Bonus | Multiple Choice: 	A ball leaves a girl's hand with an upward velocity of 6 meters per second. What is the maximum height of the ball above the girl's hand?

		W) 10
		X) 6
		Y) 1.8
		Z) 2.8Ă4: Bonus Answer: Yă0: EARTH and SPACEĂ1: Toss Up | Multiple Choice: 	Which of the following are sheet silicates?
		W) Micas and clay minerals
		X) pyroxenees and amphobles
		Y) olivine and feldspar
		Z) staurolite and quartzĂ2: Toss Up Answer: WĂ3: Bonus | Multiple Choice: 	The most common intermediate volcanic rock is
		W) Andesite
		X) Basalt
		Y) Rhyolite
		Z) DioriteĂ4: Bonus Answer: Wă0: PHYSICSĂ1: Toss Up | Short Answer: A heated 8 kg ring with a radius of 4m cools as it rotates, causing it to shrink to a radius of 2m. If it was initially rotating at 6 rad/s, what is it's final angular velocity?Ă2: Toss Up Answer: 24 rad/să3: Bonus | Short Answer: A 120-N child sits on a light swing and is pulled back and held with a horizontal force of 90 N. What is the magnitude of the tension force in each of the two supporting ropes?Ă4: Bonus Answer: 75 Nă0: CHEMISTRYĂ1: Toss Up | Short Answer: Convert 25 degrees Celsius to KelvinĂ2: Toss Up Answer: 298ă3: Bonus | Short Answer: What is the molecular geometry of methane? Ă4: Bonus Answer: Tetrahedrală0: BIOLOGYĂ1: Toss Up | Multiple Choice: 	The MPF protein complex turns itself off in the cell cycle by
		W) activating a process that destroys its cyclin components
		X) activating an enzyme that stimulates cyclin
		Y) binding to chromatin
		Z) activating the anaphase-promoting complexĂ2: Toss Up Answer: WĂ3: Bonus | Short Answer: The cyclin component of MPF is destroyed toward the end of which cell cycle phase?Ă4: Bonus Answer: M phase (ACCEPT: mitosis, mitotic phase)ă0: EARTH and SPACEĂ1: Toss Up | Multiple Choice: 	Which is not a silicate
		W) Quartz
		X) Halite
		Y) Feldspar
		Z) MicaĂ2: Toss Up Answer: XĂ3: Bonus | Multiple Choice: 	Which of these mineral groups has the best cleavage?
		W) Silicates
		X) Sulfides
		Y) Oxides
